order,cited_count,year,subject,country
52,54,"['2024~7', '2023~9', '2022~12', '2021~13', '2020~10', '2019~3']","['Materials Science~43', 'Chemistry~31', 'Engineering~16', 'Physics and Astronomy~16', 'Chemical Engineering~11', 'Biochemistry, Genetics and Molecular Biology~5', 'Environmental Science~3', 'Energy~2', 'Computer Science~1', 'Medicine~1']","['China~33', 'United States~7', 'India~4', 'Taiwan~4', 'Canada~3', 'Hong Kong~3', 'United Kingdom~3', 'Germany~2', 'Poland~2', 'Singapore~2']"
53,54,"['2024~11', '2023~6', '2022~19', '2021~7', '2020~10', '2019~1']","['Agricultural and Biological Sciences~43', 'Biochemistry, Genetics and Molecular Biology~19', 'Environmental Science~7', 'Engineering~5', 'Earth and Planetary Sciences~3', 'Chemical Engineering~2', 'Chemistry~2', 'Computer Science~2', 'Multidisciplinary~1', 'Neuroscience~1']","['China~20', 'India~14', 'Pakistan~8', 'Thailand~6', 'United States~5', 'Australia~3', 'South Korea~3', 'Canada~2', 'Egypt~2', 'Indonesia~2']"
54,54,"['2024~5', '2023~11', '2022~7', '2021~10', '2020~10', '2019~9', '2018~2']","['Agricultural and Biological Sciences~29', 'Immunology and Microbiology~20', 'Medicine~17', 'Biochemistry, Genetics and Molecular Biology~14', 'Environmental Science~13', 'Veterinary~6', 'Chemistry~5', 'Pharmacology, Toxicology and Pharmaceutics~3', 'Multidisciplinary~2', 'Physics and Astronomy~2']","['United States~20', 'United Kingdom~15', 'Australia~12', 'Spain~4', 'Germany~3', 'Malaysia~3', 'South Africa~3', 'Belgium~2', 'Brazil~2', 'Canada~2']"
55,54,"['2024~11', '2023~12', '2022~8', '2021~12', '2020~7', '2019~4']","['Agricultural and Biological Sciences~35', 'Engineering~23', 'Chemical Engineering~22', 'Chemistry~10', 'Biochemistry, Genetics and Molecular Biology~8', 'Materials Science~7', 'Medicine~3', 'Economics, Econometrics and Finance~2', 'Energy~2', 'Immunology and Microbiology~2']","['India~12', 'Iran~12', 'Brazil~11', 'China~6', 'Thailand~4', 'Malaysia~3', 'Turkey~3', 'United States~3', 'Romania~2', 'Austria~1']"
56,54,"['2024~2', '2023~5', '2022~3', '2021~6', '2020~6', '2019~18', '2018~14']","['Engineering~35', 'Computer Science~21', 'Energy~13', 'Physics and Astronomy~12', 'Mathematics~10', 'Materials Science~8', 'Environmental Science~7', 'Chemical Engineering~5', 'Chemistry~3', 'Earth and Planetary Sciences~3']","['China~25', 'India~13', 'Malaysia~8', 'Singapore~6', 'Iran~5', 'United States~5', 'Canada~4', 'Taiwan~4', 'Mexico~3', 'Australia~2']"
57,53,"['2024~10', '2023~7', '2022~10', '2021~9', '2020~7', '2019~10']","['Engineering~48', 'Computer Science~28', 'Environmental Science~15', 'Mathematics~12', 'Materials Science~4', 'Physics and Astronomy~4', 'Biochemistry, Genetics and Molecular Biology~2', 'Chemistry~2', 'Earth and Planetary Sciences~2', 'Energy~2']","['China~31', 'United Kingdom~7', 'India~6', 'Australia~2', 'Poland~2', 'Thailand~2', 'United States~2', 'Algeria~1', 'Canada~1', 'France~1']"
58,52,"['2024~9', '2023~11', '2022~15', '2021~7', '2020~6', '2019~4']","['Agricultural and Biological Sciences~41', 'Engineering~15', 'Chemical Engineering~10', 'Materials Science~10', 'Chemistry~9', 'Biochemistry, Genetics and Molecular Biology~8', 'Medicine~5', 'Physics and Astronomy~4', 'Energy~2', 'Environmental Science~2']","['India~11', 'China~9', 'Brazil~8', 'Iran~6', 'Thailand~6', 'United States~4', 'Egypt~3', 'Indonesia~3', 'Italy~3', 'Japan~3']"
59,52,"['2024~11', '2023~4', '2022~9', '2021~9', '2020~12', '2019~7']","['Energy~32', 'Chemical Engineering~23', 'Chemistry~18', 'Environmental Science~18', 'Engineering~11', 'Physics and Astronomy~4', 'Biochemistry, Genetics and Molecular Biology~3', 'Business, Management and Accounting~2', 'Mathematics~2', 'Agricultural and Biological Sciences~1']","['China~37', 'India~3', 'United Kingdom~3', 'Colombia~2', 'Czech Republic~2', 'Finland~2', 'France~2', 'Japan~2', 'Malaysia~2', 'Nigeria~2']"
60,52,"['2023~4', '2022~5', '2021~10', '2020~18', '2019~10', '2018~5']","['Computer Science~46', 'Engineering~44', 'Materials Science~11', 'Decision Sciences~3', 'Mathematics~3', 'Physics and Astronomy~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Energy~1']","['China~17', 'Tunisia~11', 'Viet Nam~11', 'Saudi Arabia~9', 'Thailand~9', 'Sweden~8', 'India~7', 'Australia~2', 'Iran~2', 'United Arab Emirates~2']"
61,52,"['2024~10', '2023~7', '2022~8', '2021~9', '2020~10', '2019~8']","['Engineering~36', 'Physics and Astronomy~30', 'Chemical Engineering~24', 'Energy~10', 'Materials Science~5', 'Chemistry~4', 'Computer Science~3', 'Dentistry~2', 'Business, Management and Accounting~1', 'Earth and Planetary Sciences~1']","['Thailand~17', 'India~15', 'China~10', 'Iran~5', 'United Kingdom~5', 'Turkey~2', 'Algeria~1', 'Australia~1', 'Canada~1', 'Egypt~1']"
62,51,"['2025~1', '2024~12', '2023~15', '2022~12', '2021~6', '2020~4', '2019~1']","['Agricultural and Biological Sciences~43', 'Chemistry~8', 'Engineering~8', 'Chemical Engineering~7', 'Immunology and Microbiology~7', 'Health Professions~5', 'Social Sciences~5', 'Biochemistry, Genetics and Molecular Biology~3', 'Materials Science~3', 'Earth and Planetary Sciences~1']","['China~15', 'India~9', 'Spain~4', 'Taiwan~4', 'United States~4', 'Indonesia~3', 'Mexico~3', 'Nigeria~3', 'Australia~2', 'Malaysia~2']"
63,51,"['2024~5', '2023~11', '2022~12', '2021~8', '2020~7', '2019~6', '2018~2']","['Environmental Science~43', 'Chemistry~8', 'Medicine~7', 'Agricultural and Biological Sciences~6', 'Pharmacology, Toxicology and Pharmaceutics~6', 'Earth and Planetary Sciences~5', 'Engineering~4', 'Chemical Engineering~3', 'Business, Management and Accounting~1', 'Energy~1']","['China~43', 'United States~8', 'Thailand~2', 'Australia~1', 'Brazil~1', 'Egypt~1', 'France~1', 'Germany~1', 'Italy~1', 'Russian Federation~1']"
64,51,"['2024~7', '2023~8', '2022~8', '2021~12', '2020~10', '2019~5', '2018~1']","['Chemistry~30', 'Materials Science~16', 'Engineering~14', 'Chemical Engineering~13', 'Biochemistry, Genetics and Molecular Biology~11', 'Environmental Science~4', 'Agricultural and Biological Sciences~3', 'Energy~2', 'Physics and Astronomy~2', 'Medicine~1']","['China~11', 'India~10', 'Taiwan~8', 'Brazil~3', 'Egypt~3', 'Iran~3', 'South Korea~3', 'Turkey~3', 'United Kingdom~3', 'Malaysia~2']"
65,51,"['2024~5', '2023~12', '2022~11', '2021~8', '2020~9', '2019~6']","['Energy~20', 'Environmental Science~17', 'Chemical Engineering~14', 'Biochemistry, Genetics and Molecular Biology~11', 'Immunology and Microbiology~9', 'Agricultural and Biological Sciences~6', 'Engineering~6', 'Medicine~6', 'Chemistry~4', 'Materials Science~2']","['India~15', 'Thailand~10', 'China~7', 'Turkey~5', 'Australia~4', 'Brazil~3', 'Brunei Darussalam~2', 'Chile~2', 'Greece~2', 'Singapore~2']"
66,51,"['2024~2', '2023~12', '2022~9', '2021~15', '2020~9', '2019~4']","['Agricultural and Biological Sciences~40', 'Biochemistry, Genetics and Molecular Biology~18', 'Environmental Science~7', 'Medicine~4', 'Chemistry~2', 'Earth and Planetary Sciences~2', 'Engineering~2', 'Immunology and Microbiology~2', 'Materials Science~2', 'Physics and Astronomy~2']","['India~9', 'Indonesia~8', 'Thailand~8', 'China~7', 'Iran~5', 'Bangladesh~2', 'Egypt~2', 'Japan~2', 'Turkey~2', 'United States~2']"
67,51,"['2024~14', '2023~9', '2022~8', '2021~5', '2020~9', '2019~6']","['Engineering~40', 'Environmental Science~20', 'Energy~10', 'Mathematics~10', 'Physics and Astronomy~5', 'Biochemistry, Genetics and Molecular Biology~4', 'Computer Science~4', 'Agricultural and Biological Sciences~3', 'Social Sciences~3', 'Chemical Engineering~2']","['China~39', 'United Kingdom~13', 'Australia~6', 'Canada~3', 'Iran~3', 'United States~3', 'Thailand~2', 'France~1', 'Japan~1', 'Netherlands~1']"
68,50,"['2024~5', '2023~11', '2022~14', '2021~9', '2020~3', '2019~8']","['Agricultural and Biological Sciences~25', 'Immunology and Microbiology~20', 'Biochemistry, Genetics and Molecular Biology~16', 'Environmental Science~5', 'Medicine~5', 'Engineering~3', 'Multidisciplinary~2', 'Pharmacology, Toxicology and Pharmaceutics~2', 'Chemical Engineering~1', 'Chemistry~1']","['India~17', 'Thailand~12', 'China~10', 'Japan~3', 'Pakistan~3', 'Saudi Arabia~3', 'Australia~2', 'Germany~2', 'Iran~2', 'Italy~2']"
69,50,"['2024~6', '2023~11', '2022~15', '2021~12', '2020~4', '2019~2']","['Engineering~26', 'Computer Science~25', 'Medicine~17', 'Biochemistry, Genetics and Molecular Biology~8', 'Decision Sciences~5', 'Materials Science~5', 'Mathematics~5', 'Neuroscience~4', 'Physics and Astronomy~3', 'Chemical Engineering~2']","['China~13', 'India~13', 'United States~7', 'Indonesia~5', 'Australia~3', 'Iran~3', 'United Kingdom~3', 'Jordan~2', 'Norway~2', 'Portugal~2']"
70,50,"['2024~17', '2023~8', '2022~10', '2021~7', '2020~5', '2019~2', '2018~1']","['Social Sciences~35', 'Engineering~34', 'Medicine~12', 'Environmental Science~10', 'Psychology~7', 'Computer Science~6', 'Energy~4', 'Multidisciplinary~2', 'Agricultural and Biological Sciences~1', 'Business, Management and Accounting~1']","['China~14', 'Viet Nam~9', 'Thailand~7', 'Netherlands~6', 'Australia~4', 'Belgium~4', 'Iran~4', 'Malaysia~4', 'United States~4', 'India~3']"
71,50,"['2024~5', '2023~10', '2022~11', '2021~9', '2020~8', '2019~7']","['Biochemistry, Genetics and Molecular Biology~30', 'Agricultural and Biological Sciences~27', 'Multidisciplinary~5', 'Chemistry~4', 'Environmental Science~4', 'Physics and Astronomy~3', 'Immunology and Microbiology~2', 'Medicine~2', 'Computer Science~1', 'Engineering~1']","['China~17', 'Argentina~14', 'United States~9', 'India~7', 'Spain~5', 'France~3', 'Poland~3', 'Denmark~2', 'Hungary~2', 'Iran~2']"
72,49,"['2024~11', '2023~10', '2022~7', '2021~6', '2020~6', '2019~7', '2018~2']","['Materials Science~31', 'Physics and Astronomy~21', 'Engineering~18', 'Chemistry~16', 'Chemical Engineering~9', 'Energy~4', 'Environmental Science~3', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Mathematics~1']","['India~18', 'Turkey~5', 'Brazil~4', 'China~4', 'Iraq~4', 'Ethiopia~3', 'France~3', 'Thailand~3', 'Nepal~2', 'Saudi Arabia~2']"
73,49,"['2024~11', '2023~6', '2022~11', '2021~8', '2020~8', '2019~4', '2018~1']","['Chemistry~23', 'Agricultural and Biological Sciences~21', 'Materials Science~16', 'Chemical Engineering~12', 'Engineering~12', 'Biochemistry, Genetics and Molecular Biology~6', 'Nursing~4', 'Pharmacology, Toxicology and Pharmaceutics~4', 'Medicine~3', 'Computer Science~2']","['India~9', 'China~8', 'Brazil~6', 'Thailand~6', 'Poland~4', 'Turkey~4', 'Colombia~3', 'Malaysia~3', 'Spain~3', 'Egypt~2']"
74,47,"['2024~8', '2023~7', '2022~8', '2021~10', '2020~9', '2019~5']","['Environmental Science~29', 'Social Sciences~27', 'Engineering~14', 'Energy~13', 'Earth and Planetary Sciences~7', 'Agricultural and Biological Sciences~3', 'Computer Science~3', 'Multidisciplinary~3', 'Materials Science~2', 'Business, Management and Accounting~1']","['China~16', 'Thailand~13', 'Australia~5', 'United States~5', 'Italy~4', 'South Korea~3', 'Chile~2', 'Ecuador~2', 'Iran~2', 'Japan~2']"
75,46,"['2024~8', '2023~9', '2022~8', '2021~13', '2020~5', '2019~3']","['Energy~25', 'Chemical Engineering~23', 'Engineering~17', 'Chemistry~13', 'Physics and Astronomy~9', 'Environmental Science~6', 'Arts and Humanities~1', 'Computer Science~1', 'Materials Science~1', 'Mathematics~1']","['South Korea~13', 'Iran~7', 'Italy~7', 'China~6', 'United States~6', 'Algeria~4', 'India~4', 'Saudi Arabia~4', 'Spain~3', 'Turkey~3']"
76,46,"['2024~8', '2023~12', '2022~9', '2021~9', '2020~4', '2019~3', '2018~1']","['Environmental Science~37', 'Agricultural and Biological Sciences~8', 'Engineering~8', 'Energy~7', 'Earth and Planetary Sciences~6', 'Materials Science~5', 'Medicine~3', 'Chemical Engineering~2', 'Mathematics~2', 'Pharmacology, Toxicology and Pharmaceutics~2']","['Malaysia~6', 'Thailand~6', 'India~5', 'Japan~5', 'Indonesia~4', 'Nigeria~4', 'Poland~4', 'Australia~3', 'Cambodia~3', 'Laos~3']"
77,46,"['2025~2', '2024~10', '2023~6', '2022~12', '2021~7', '2020~6', '2019~3']","['Agricultural and Biological Sciences~35', 'Chemical Engineering~16', 'Engineering~13', 'Chemistry~9', 'Biochemistry, Genetics and Molecular Biology~8', 'Immunology and Microbiology~3', 'Materials Science~3', 'Nursing~3', 'Physics and Astronomy~3', 'Computer Science~2']","['China~24', 'Thailand~5', 'Malaysia~4', 'Nigeria~4', 'South Korea~4', 'India~3', 'Viet Nam~3', 'Iran~2', 'Ireland~2', 'Taiwan~2']"
78,46,"['2024~6', '2023~7', '2022~10', '2021~12', '2020~6', '2019~3', '2018~2']","['Agricultural and Biological Sciences~44', 'Biochemistry, Genetics and Molecular Biology~8', 'Neuroscience~7', 'Environmental Science~5', 'Earth and Planetary Sciences~2', 'Immunology and Microbiology~2', 'Computer Science~1', 'Decision Sciences~1', 'Mathematics~1', 'Medicine~1']","['Viet Nam~22', 'Russian Federation~21', 'Thailand~21', 'Germany~14', 'United States~14', 'China~8', 'Brazil~5', 'Ecuador~4', 'Malaysia~4', 'Australia~3']"
79,45,"['2024~11', '2023~6', '2022~10', '2021~13', '2020~2', '2019~3']","['Medicine~21', 'Social Sciences~11', 'Environmental Science~10', 'Agricultural and Biological Sciences~6', 'Veterinary~5', 'Biochemistry, Genetics and Molecular Biology~4', 'Immunology and Microbiology~4', 'Energy~3', 'Business, Management and Accounting~2', 'Decision Sciences~2']","['France~12', 'United States~12', 'United Kingdom~11', 'Canada~6', 'Australia~5', 'Belgium~5', 'Thailand~5', 'Senegal~4', 'Ireland~3', 'Netherlands~3']"
80,45,"['2024~11', '2023~12', '2022~12', '2021~5', '2020~4', '2019~1']","['Environmental Science~21', 'Chemistry~18', 'Chemical Engineering~16', 'Energy~13', 'Engineering~7', 'Materials Science~6', 'Physics and Astronomy~6', 'Mathematics~2', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1']","['China~8', 'India~8', 'South Korea~5', 'Thailand~4', 'Indonesia~3', 'Singapore~3', 'Australia~2', 'Greece~2', 'Italy~2', 'Japan~2']"
81,45,"['2023~8', '2022~11', '2021~7', '2020~11', '2019~8']","['Chemistry~29', 'Materials Science~25', 'Physics and Astronomy~10', 'Chemical Engineering~5', 'Engineering~5', 'Biochemistry, Genetics and Molecular Biology~3', 'Multidisciplinary~2', 'Pharmacology, Toxicology and Pharmaceutics~2', 'Environmental Science~1']","['China~33', 'Hong Kong~8', 'South Korea~6', 'Russian Federation~2', 'United States~2', 'Iran~1', 'Japan~1', 'Macao~1', 'Spain~1', 'Thailand~1']"
82,45,"['2024~6', '2023~11', '2022~9', '2021~6', '2020~7', '2019~4', '2018~2']","['Agricultural and Biological Sciences~32', 'Veterinary~13', 'Immunology and Microbiology~10', 'Biochemistry, Genetics and Molecular Biology~8', 'Environmental Science~6', 'Chemical Engineering~4', 'Medicine~3', 'Neuroscience~3', 'Chemistry~1', 'Engineering~1']","['Thailand~23', 'China~10', 'United States~7', 'India~5', 'Malaysia~5', 'Egypt~3', 'Germany~3', 'Australia~2', 'Bangladesh~2', 'Brazil~2']"
83,45,"['2024~14', '2023~8', '2022~9', '2021~7', '2020~4', '2019~2', '2018~1']","['Agricultural and Biological Sciences~20', 'Materials Science~17', 'Engineering~15', 'Chemistry~11', 'Chemical Engineering~9', 'Biochemistry, Genetics and Molecular Biology~7', 'Physics and Astronomy~6', 'Environmental Science~4', 'Immunology and Microbiology~3', 'Social Sciences~3']","['China~19', 'South Korea~4', 'India~3', 'Ireland~3', 'United States~3', 'Germany~2', 'Indonesia~2', 'Taiwan~2', 'United Kingdom~2', 'Argentina~1']"
84,44,"['2024~9', '2023~4', '2022~7', '2021~10', '2020~5', '2019~8', '2018~1']","['Agricultural and Biological Sciences~22', 'Biochemistry, Genetics and Molecular Biology~12', 'Environmental Science~12', 'Chemical Engineering~8', 'Energy~8', 'Immunology and Microbiology~6', 'Chemistry~3', 'Engineering~3', 'Multidisciplinary~3', 'Medicine~2']","['China~13', 'India~9', 'Malaysia~7', 'United States~7', 'Japan~4', 'Mexico~3', 'Thailand~3', 'France~2', 'Italy~2', 'Australia~1']"
85,44,"['2024~4', '2023~10', '2022~12', '2021~10', '2020~4', '2019~4']","['Materials Science~25', 'Chemistry~21', 'Physics and Astronomy~17', 'Engineering~15', 'Chemical Engineering~13', 'Environmental Science~6', 'Energy~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Earth and Planetary Sciences~1', 'Mathematics~1']","['China~20', 'India~8', 'Iran~6', 'Saudi Arabia~4', 'Thailand~4', 'South Korea~3', 'United States~3', 'Pakistan~2', 'Russian Federation~2', 'South Africa~2']"
86,44,"['2024~6', '2023~14', '2022~6', '2021~9', '2020~6', '2019~2', '2018~1']","['Agricultural and Biological Sciences~28', 'Environmental Science~13', 'Biochemistry, Genetics and Molecular Biology~5', 'Chemical Engineering~5', 'Chemistry~5', 'Pharmacology, Toxicology and Pharmaceutics~5', 'Engineering~4', 'Immunology and Microbiology~4', 'Materials Science~3', 'Multidisciplinary~3']","['Indonesia~7', 'France~6', 'China~4', 'India~4', 'Mexico~4', 'Spain~4', 'Thailand~4', 'Japan~3', 'United Kingdom~3', 'Australia~2']"
87,43,"['2024~9', '2023~8', '2022~5', '2021~6', '2020~5', '2019~7', '2018~3']","['Agricultural and Biological Sciences~31', 'Biochemistry, Genetics and Molecular Biology~13', 'Chemistry~9', 'Engineering~6', 'Pharmacology, Toxicology and Pharmaceutics~6', 'Chemical Engineering~4', 'Immunology and Microbiology~4', 'Nursing~4', 'Medicine~3', 'Materials Science~1']","['China~24', 'Portugal~4', 'Thailand~4', 'Italy~3', 'Spain~3', 'Poland~2', 'South Korea~2', 'United Kingdom~2', 'Argentina~1', 'Australia~1']"
88,43,"['2024~6', '2023~14', '2022~8', '2021~8', '2020~4', '2019~3']","['Agricultural and Biological Sciences~37', 'Biochemistry, Genetics and Molecular Biology~13', 'Environmental Science~5', 'Engineering~4', 'Chemistry~2', 'Business, Management and Accounting~1', 'Chemical Engineering~1', 'Computer Science~1', 'Earth and Planetary Sciences~1', 'Medicine~1']","['China~11', 'India~10', 'Brazil~7', 'Pakistan~7', 'Australia~4', 'Saudi Arabia~4', 'Czech Republic~3', 'Egypt~3', 'Iran~3', 'Thailand~3']"
89,43,"['2024~5', '2023~11', '2022~9', '2021~5', '2020~3', '2019~8', '2018~2']","['Materials Science~26', 'Chemistry~15', 'Chemical Engineering~14', 'Engineering~10', 'Biochemistry, Genetics and Molecular Biology~6', 'Energy~5', 'Environmental Science~5', 'Agricultural and Biological Sciences~2', 'Computer Science~1', 'Economics, Econometrics and Finance~1']","['Thailand~18', 'China~11', 'India~5', 'Sweden~3', 'Finland~2', 'France~2', 'Germany~2', 'Malaysia~2', 'Pakistan~2', 'Turkey~2']"
90,43,"['2024~6', '2023~10', '2022~14', '2021~5', '2020~7', '2018~1']","['Immunology and Microbiology~17', 'Medicine~17', 'Agricultural and Biological Sciences~9', 'Biochemistry, Genetics and Molecular Biology~9', 'Multidisciplinary~8', 'Environmental Science~6', 'Social Sciences~4', 'Chemistry~3', 'Computer Science~3', 'Physics and Astronomy~3']","['United States~21', 'Australia~10', 'France~9', 'South Africa~5', 'Thailand~5', 'United Kingdom~5', 'Germany~4', 'India~4', 'Canada~3', 'China~3']"
