order,citations_count,title,cities_link,main_link
225,22,Carboxymethyl cellulose from renewable rice stubble incorporated with Thai rice grass extract as a bioactive packaging film for green tea,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053693266,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053693266&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=224
226,22,Homogeneous polymer/filler composite membrane by spraying method for enhanced direct methanol fuel cell performance,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048899521,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048899521&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=225
227,22,Effects of aging on taste thresholds: A case of Asian people,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85050994706,https://www.scopus.com/record/display.uri?eid=2-s2.0-85050994706&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=226
228,22,Optimal generation scheduling of power system for maximum renewable energy harvesting and power losses minimization,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049560685,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049560685&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=227
229,22,"Impact of brassinosteroid mimic on photosynthesis, carbohydrate content and rice seed set at reproductive stage under heat stress",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054189268,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054189268&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=228
230,22,Effects of drying conditions in hybrid dryer on the GABA rice properties,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046828516,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046828516&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=229
231,22,Tuning Surface Wettability through Hot Carrier Initiated Impact Ionization in Cold Plasma,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044931256,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044931256&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=230
232,21,Essentiality of Plasmodium falciparum plasmepsin V,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057948594,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057948594&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=231
233,21,Battery Energy Storage System Control for Voltage Regulation in Microgrid with High Penetration of PV Generation,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85059942570,https://www.scopus.com/record/display.uri?eid=2-s2.0-85059942570&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=232
234,21,Comparison of synbiotic beverages produced from riceberry malt extract using selected free and encapsulated probiotic lactic acid bacteria,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057615219,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057615219&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=233
235,21,A scalable framework for cross-lingual authorship identification,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049986312,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049986312&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=234
236,21,Development of a handheld precision penetrometer system for fruit firmness measurement,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047274017,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047274017&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=235
237,21,Characterization of amylose inclusion complexes using electron paramagnetic resonance spectroscopy,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047481512,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047481512&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=236
238,21,Potential anti-biofilm producing marine actinomycetes isolated from sea sediments in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054655877,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054655877&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=237
239,21,Pre-harvest drought stress treatment improves antioxidant activity and sugar accumulation of sugar apple at harvest and during storage,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85050135196,https://www.scopus.com/record/display.uri?eid=2-s2.0-85050135196&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=238
240,21,Sugar Industry and Utilization of Its By-products in Thailand: An Overview,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85041826918,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041826918&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=239
241,21,"One-pot synthesis of substituted indolo[1,2-a]quinolines under transition-metal-free conditions",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042202812,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042202812&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=240
242,21,Effect of Dry Heat Treatment With Xanthan Gum on Physicochemical Properties of Different Amylose Rice Starches,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85039805950,https://www.scopus.com/record/display.uri?eid=2-s2.0-85039805950&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=241
243,21,Species diversity and abundance of Tabanus spp. (Diptera: Tabanidae) in different habitats of Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85035057593,https://www.scopus.com/record/display.uri?eid=2-s2.0-85035057593&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=242
244,21,Characterization and analyzation of the poly (L-lactic acid) (PLA) films,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85062695835,https://www.scopus.com/record/display.uri?eid=2-s2.0-85062695835&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=243
245,21,Activity of vetiver extracts and essential oil against Meloidogyne incognita,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85059168916,https://www.scopus.com/record/display.uri?eid=2-s2.0-85059168916&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=244
246,21,Chromone derivatives and other constituents from cultures of the marine sponge-associated fungus penicillium erubescens KUFA0220 and their antibacterial activity,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053731997,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053731997&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=245
247,20,The Study of Isolated Alkane Compounds and Crude Extracts from Sphagneticola trilobata (Asterales: Asteraceae) as a Candidate Botanical Insecticide for Lepidopteran Larvae,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85059281286,https://www.scopus.com/record/display.uri?eid=2-s2.0-85059281286&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=246
248,20,LiFi cross-connection node model using whispering gallery mode of light in a microring resonator,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85045938340,https://www.scopus.com/record/display.uri?eid=2-s2.0-85045938340&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=247
249,20,Barriers and strategies of open government data adoption using fuzzy AHP-TOPSIS: A case of Indonesia,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054903669,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054903669&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=248
250,20,"Cats as potential mammalian reservoirs for Rickettsia sp. genotype RF2125 in Bangkok, Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049472891,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049472891&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=249
251,20,"Rapid, On-Site, Ultrasensitive Melamine Quantitation Method for Protein Beverages Using Time-Resolved Fluorescence Detection Paper",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046668350,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046668350&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=250
252,20,Genetic parameters of some carcass and meat quality traits in Betong chicken (KU line),https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054662000,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054662000&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=251
253,20,"Growth performance and genetic diversity in four strains of Asian sea bass, Lates calcarifer (Bloch, 1790) cultivated in Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049076004,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049076004&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=252
254,20,Activity of kaffir lime (Citrus hystrix) essential oil against blow flies and house fly,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054827709,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054827709&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=253
255,20,A comparative study on characteristic of locally source-separated and mixed MSW in Bangkok with possibility of material recycling,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85014235401,https://www.scopus.com/record/display.uri?eid=2-s2.0-85014235401&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=254
256,19,"Effect of carboxymethyl cellulose on properties of wheat flour-tapioca starch-based batter and fried, battered chicken product",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057753474,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057753474&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=255
257,19,"A new single-tube platform of melting temperature curve analysis based on multiplex real-time PCR using EvaGreen for simultaneous screening detection of Shiga toxin-producing Escherichia coli, Salmonella spp. and Listeria monocytogenes in food",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053027272,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053027272&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=256
258,19,Hydrogen and carbon allotrope production through methane cracking over Ni/bimodal porous silica catalyst: Effect of nickel precursor,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85055582504,https://www.scopus.com/record/display.uri?eid=2-s2.0-85055582504&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=257
259,19,The effects of vectorization methods on non-functional requirements classification,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057201187,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057201187&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=258
260,19,Cypermethrin resistance in Spodoptera litura (Fabricius) (Lepidoptera: Noctuidae) from three locations in Thailand and detoxification enzyme activities,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85056738864,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056738864&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=259
261,19,"Comparing environmental burdens, economic costs and thermal resistance of different materials for exterior building walls",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053211982,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053211982&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=260
262,19,A miniaturized solid-phase extraction adsorbent of calix[4]arene-functionalized graphene oxide/polydopamine-coated cellulose acetate for the analysis of aflatoxins in corn,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85052466651,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052466651&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=261
263,19,"Enhancement of the efficiency of Cd phytoextraction using bacterial endophytes isolated from Chromolaena odorata, a Cd hyperaccumulator",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85052852305,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052852305&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=262
264,19,Preparation of multifunctional poly(acrylic acid)-poly(ethylene oxide) nanogels from their interpolymer complexes by radiation-induced intramolecular crosslinking,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85051273155,https://www.scopus.com/record/display.uri?eid=2-s2.0-85051273155&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=263
