order,citations_count,title,cities_link,main_link
716,5,"The larva and pupa of Potamyia flavata (Banks 1934) (Trichoptera: Hydropsychidae): Description, life cycle, and notes on its biology",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85043705825,https://www.scopus.com/record/display.uri?eid=2-s2.0-85043705825&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=715
717,5,Estimation of the added value of using rainfall–runoff transformation and statistical models for seasonal streamflow forecasting,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044048352,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044048352&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=716
718,5,Thickness of AVA+ Controls the Direction of Charge Transfer at TiO2/PbI2 Interfaces,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85043686380,https://www.scopus.com/record/display.uri?eid=2-s2.0-85043686380&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=717
719,5,Species identification of non-hybrid and hybrid Pangasiid catfish using polymerase chain reaction-restriction fragment length polymorphism,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048976221,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048976221&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=718
720,5,Mathematical Modeling of Multiple High Temperature Thermal Gradient Interaction Chromatography (m-HT-TGIC) for Ethylene/1-Olefin Copolymer Blends,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042150557,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042150557&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=719
721,5,Monte Carlo Simulation of Olefin Block Copolymers: Bivariate Distribution of Molecular Weight and Chemical Composition,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042149841,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042149841&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=720
722,5,"Preliminary study on bioethanol from fresh water algae, Cladophora glomerata (Sarai Kai) by the fungus, Monascus sp. NP1",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85025451824,https://www.scopus.com/record/display.uri?eid=2-s2.0-85025451824&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=721
723,5,"Comparison of the photosynthetic efficiency, agar yield, and properties of Gracilaria salicornia (Gracilariales, Rhodophyta) with and without adelphoparasite",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85025070423,https://www.scopus.com/record/display.uri?eid=2-s2.0-85025070423&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=722
724,5,A new limnonectes (Anura: Dicroglossidae) from southern Laos,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040977550,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040977550&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=723
725,5,Phylogenetic analyses of DENV-3 isolated from field-caught mosquitoes in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85033467854,https://www.scopus.com/record/display.uri?eid=2-s2.0-85033467854&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=724
726,5,CFD Investigation on steady and unsteady performances of contra-rotating propellers,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85070737032,https://www.scopus.com/record/display.uri?eid=2-s2.0-85070737032&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=725
727,5,"Production potential of tidal flats for blood clam (Anadara granosa) culture in Bang-tabun bay, Phetchaburi province",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85065846005,https://www.scopus.com/record/display.uri?eid=2-s2.0-85065846005&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=726
728,5,Effects of transglutaminase and kappa-carrageenan on the physical and sensory qualities of fish (Pangasianodon hypophthalmus) patties,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85064327116,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064327116&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=727
729,5,"Onychocamptus Daday, 1903 from Thailand, with descriptions of two new species and two new records (Crustacea, Copepoda, Harpacticoida, Laophontidae)",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85063058649,https://www.scopus.com/record/display.uri?eid=2-s2.0-85063058649&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=728
730,5,The surface modification by cold argon plasma jet on the biodegradable films from Perna Viridis shell,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85062222533,https://www.scopus.com/record/display.uri?eid=2-s2.0-85062222533&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=729
731,5,Stability of mao (Antidesma bunius (L.) Spreng) powder in different food process models,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85059530627,https://www.scopus.com/record/display.uri?eid=2-s2.0-85059530627&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=730
732,5,Effect of post-heat treatment on the mechanical properties of surface-tolerant epoxy coated on API 5L X65 carbon steel pipe: Pipeline industry application,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85058550603,https://www.scopus.com/record/display.uri?eid=2-s2.0-85058550603&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=731
733,5,Diversity and antibiotic resistance patterns of enterobacteria isolated from seafood in Thailand | Diversidad y patrones de resistencia a los antibióticos en enterobacterias aisladas de mariscos en Tailandia,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85055480878,https://www.scopus.com/record/display.uri?eid=2-s2.0-85055480878&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=732
734,5,Specific energy consumption of sugar cane mills in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85051322002,https://www.scopus.com/record/display.uri?eid=2-s2.0-85051322002&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=733
735,5,Modeling of Dielectric and Thermal Properties of Protein-Enriched Instant Noodles as a Function of Food Chemical Composition,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049741392,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049741392&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=734
736,5,Manual control of optical tweezer switching for particle trapping and injection,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049667026,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049667026&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=735
737,5,"Population and behavior surveys of long-tailed macaque (Macaca fascicularis) in the old town, Lopburi province",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049447381,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049447381&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=736
738,5,Effect of heat treatment and storage on volatile compounds of coconut milk,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049356657,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049356657&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=737
739,5,Anti-HIV 1 activity of xanthones from the bark of mammea harmandii,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048515502,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048515502&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=738
740,5,Development of geopolymer mortar from metakaolin blended with agricultural and industrial wastes,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046107709,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046107709&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=739
741,5,Effect of plant growth regulators on the growth and direct shoot formation from leaf explants of the hybrid Phalaenopsis 'Pink',https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85045055766,https://www.scopus.com/record/display.uri?eid=2-s2.0-85045055766&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=740
742,5,Characteristics on physical-chemical-thermal properties of eggshell membrane for biomaterial applications,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042471038,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042471038&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=741
743,5,Optimized fatigue performance of martensitic stainless steel aisi 440c using deep rolling integrated into hardening process,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85041609952,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041609952&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=742
744,5,Simultaneous saccharification and fermentation of L-(+)-lactic acid production from liquefied cassava starch by immobilized rhizopus oryzae in a 3 L airlift fermenter,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040933580,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040933580&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=743
745,5,Genetic diversity of genes involved in the carotenoid pathway of Carica papaya L. and their expression during fruit ripening,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040825638,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040825638&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=744
746,5,Consumer's behavior and rice attributes for Thai HomMali Rice in Sichuan Province of China,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040737169,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040737169&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=745
747,5,Broad scale variation in seagrass benthic macrofaunal assemblages along the coast of Japan,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85033668180,https://www.scopus.com/record/display.uri?eid=2-s2.0-85033668180&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=746
748,5,Barium ferrite prepared by modified Pechini method: effects of chloride and nitrate counter ions on microstructures and magnetic properties,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85032905292,https://www.scopus.com/record/display.uri?eid=2-s2.0-85032905292&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=747
749,4,Development of wireless power transfer with primary-side current mode control capability using virtual-current source resonant inverter,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85061539774,https://www.scopus.com/record/display.uri?eid=2-s2.0-85061539774&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=748
750,4,Uncertainty analysis of linear least square fitting apply to non-linear model,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85059454390,https://www.scopus.com/record/display.uri?eid=2-s2.0-85059454390&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=749
751,4,New existence of fixed point results in generalized pseudodistance functions with its application to differential equations,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85059485053,https://www.scopus.com/record/display.uri?eid=2-s2.0-85059485053&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=750
752,4,Experimental and analytical studies of door-type modular scaffolds with initial geometrical imperfections,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85060316270,https://www.scopus.com/record/display.uri?eid=2-s2.0-85060316270&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=751
753,4,Optimization of Coating Material Selection Using the Skin Depth Approximation,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85070903287,https://www.scopus.com/record/display.uri?eid=2-s2.0-85070903287&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=752
754,4,"Detection and allele identification of rice blast resistance gene, Pik, in Thai rice germplasm",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057804334,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057804334&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=753
755,4,Physicochemical characteristics of glucosamine from blue swimming crab (Portunus pelagicus) shell prepared by acid hydrolysis,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85052533411,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052533411&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=754
756,4,Use of Monascus sp. NP1 for bioethanol production from Cladophora glomerata,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046552350,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046552350&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=755
757,4,Environment and health in Thailand: Investigating epidemiological trends of three infectious diseases to infer scenarios,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85114289477,https://www.scopus.com/record/display.uri?eid=2-s2.0-85114289477&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=756
758,4,Investigation of instructional design on reading comprehension affect the demand for mobile application for students with learning disabilities,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85061255485,https://www.scopus.com/record/display.uri?eid=2-s2.0-85061255485&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=757
759,4,Thermal decomposition and kinetic modeling of torrefied Cryptomeria japonica in a CO 2 environment,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85016125436,https://www.scopus.com/record/display.uri?eid=2-s2.0-85016125436&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=758
760,4,Fundamental study of carbon materials derived from empty fruit bunch via hydrothermal carbonization,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85052405906,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052405906&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=759
761,4,Simulation-based approaches for processes improvement of a sugar mill yard management system: A case study of the sugar industry in the central region of Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85061858919,https://www.scopus.com/record/display.uri?eid=2-s2.0-85061858919&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=760
762,4,Genetic variation in cucumber (Cucumis sativus L.) germplasm assessed using random amplified polymorphic DNA markers,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85056706344,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056706344&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=761
763,4,Three New Taxa and a New Record of Lasianthus (Rubiaceae) in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85055443036,https://www.scopus.com/record/display.uri?eid=2-s2.0-85055443036&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=762
764,4,"Discovery of a new genus and species of dogielinotid amphipod (Crustacea: Amphipoda: Dogielinotidae) from the Nipa palm in Thailand, with an updated key to the genera",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85055072942,https://www.scopus.com/record/display.uri?eid=2-s2.0-85055072942&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=763
765,4,Fruit drop at the junction between the calyx and fruit of longkong (Lansium domesticum Corr.) does not depend on ethylene or the induction of cell wall degrading enzymes,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047721383,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047721383&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=764
766,4,Thermal-induced folding and unfolding of a transmembrane protein (CorA),https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047160029,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047160029&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=765
767,4,Extraction and characterization of zein protein from corn for controlled drug release,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85064311590,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064311590&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=766
768,4,"Optimization, purification and characterization of β-xylanase by a novel thermotolerant strain of microbispora siamensis, DMKUA 245T",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85056430126,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056430126&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=767
769,4,"Typification of Piper species (Piperaceae) in Southeast Asia, especially Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85050242543,https://www.scopus.com/record/display.uri?eid=2-s2.0-85050242543&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=768
770,4,First reported occurrence of citrus bent leaf viroid and citrus dwarfing viroid on imported oranges from China and lime fruits from Cambodia,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049150385,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049150385&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=769
771,4,"Discriminating lethal concentrations for pyrethroid compounds used in susceptibility monitoring of Anopheles epiroticus, a malaria vector in Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048188023,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048188023&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=770
